"Analysis","Analysis_levels","TimeofManipulation","Prediction","Outcome","Suboutcome","OutlierRemove","N","j","n","k","Hedgesg","CI","z","p","Q","tau2.studylevel","tau2.outcomelevel","I2","Q.pval"
"FocalAnalysis_Step2_Individual_technique","Attentional bias modification","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","45","1","1","1","0.73769"," [0.13, 1.34]","2.393657634","0.016681312",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Bilateral eye movement","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","66","1","1","2","0.680145660303875"," [0.33, 1.03]","3.79698797971246","0.000146464888561143","0.0288486365407092","0","0.00000000000791861118367976","0.0000000123390902730077","0.865128997416513"
"FocalAnalysis_Step2_Individual_technique","Challenged vs. Unchallenged memory","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","61","1","1","1","0.35567"," [-0.01, 0.72]","1.91668877","0.055277483",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Exercise","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","71","1","1","1","-0.15879"," [-0.73, 0.41]","-0.5433205","0.586909152",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Expressive vs. Factual trauma disclosure","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","73","1","1","1","0.20599"," [-0.26, 0.67]","0.870998785","0.383754816",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Extinction","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","84","1","1","1","0.23625"," [-0.23, 0.70]","0.998021326","0.318269018",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","60","1","1","1","0.68113"," [0.04, 1.32]","2.094072785","0.036253497",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hydrocortisone","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","88","1","1","1","0.60506"," [0.08, 1.13]","2.253031142","0.024257186",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + eye movement","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","250","1","3","3","0.489505982571162"," [0.13, 0.85]","2.66705530214629","0.00765190795475325","2.46855763476824","0.0089894118924403","0.0089894118924403","17.7844670076513","0.291044582992965"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + number counting","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","250","1","3","3","0.560905436699615"," [0.12, 1.00]","2.51138440194863","0.0120258665259603","3.55571264504489","0.0327231340743755","0.0327231340670034","43.7280747534099","0.169000040819694"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + traumagameplay2","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","120","1","1","2","-0.346076724275677"," [-0.71, 0.02]","-1.86519238553255","0.0621544424885412","0.0719787495461477","0","0.00000000000802742474895592","0.0000000116584485484279","0.788477214041238"
"FocalAnalysis_Step2_Individual_technique","Imagery rescripting","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","319","3","3","5","0.285746210045727"," [-0.08, 0.65]","1.54115178237842","0.123279849531423","8.52373920428204","0.0000000000707650535392505","0.0910553558649207","53.0098634363198","0.0741709139549729"
"FocalAnalysis_Step2_Individual_technique","Imagery rescripting vs. Imagery re-experience","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","116","2","2","3","0.473760503865021"," [-0.40, 1.34]","1.06673582054891","0.286091146960411","5.93678620941839","0.324838123484955","0.0000000000318792356755371","76.8936342171606","0.0513858156506451"
"FocalAnalysis_Step2_Individual_technique","Imagery rescripting vs. Positive imagery","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","76","1","1","1","0.63751"," [0.07, 1.20]","2.216986133","0.026624039",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Letter cancellation task","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","70","1","1","1","-0.54921"," [-1.30, 0.21]","-1.426423851","0.153746033",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memory test","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","52","1","1","1","0.35993"," [-0.03, 0.75]","1.820611417","0.068665946",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Mindfulness vs. Muscle relaxation","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","60","1","1","1","-0.16979"," [-0.71, 0.37]","-0.616842451","0.537338649",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative feedback","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","72","1","1","1","0.48959"," [-0.08, 1.06]","1.671146444","0.094692756",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Nitrous oxide","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","50","1","1","1","-0.0884"," [-0.64, 0.47]","-0.312383475","0.754749107",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","41","1","1","6","0.558406243579486"," [0.19, 0.92]","3.0086652733841","0.00262398037702933","4.44031221518507","0","0.000000000258537145927876","0.000000125021663896891","0.487908957452713"
"FocalAnalysis_Step2_Individual_technique","Oxytocin","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","202","1","1","1","0.12619"," [-0.15, 0.40]","0.895855348","0.370330025",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Past vs. Now verbal training","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","96","1","1","3","0.00852176639999971"," [-0.15, 0.17]","0.102253019494722","0.918555844784876","0.264002432973512","0","0.00000000000340955295926784","0.0000000163632365027991","0.876339929022807"
"FocalAnalysis_Step2_Individual_technique","Positive expectation towards intrusion","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","89","1","1","1","0.56996"," [0.03, 1.11]","2.083698566","0.037187595",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive social reappraisal","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","181","1","1","1","0.1337"," [-0.24, 0.50]","0.706659031","0.479778395",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","341","3","3","4","0.158839047187834"," [-0.12, 0.44]","1.10259044693059","0.27020506068588","4.46756030175534","0.0213473708344064","0.00457578219382755","35.3155351861152","0.215202150360831"
"FocalAnalysis_Step2_Individual_technique","Propranolol","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","88","1","1","1","0.44628"," [-0.07, 0.96]","1.692787332","0.090495955",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Prosocial behavior","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","180","1","2","2","0.48315540865395"," [0.19, 0.78]","3.19424459608019","0.00140197277282911","0.138904747596154","0.00000000000643158545410444","0.00000000000643158545410447","0.0000000281100762775198","0.709372278097283"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","74","1","1","1","-0.03224"," [-0.59, 0.53]","-0.112795876","0.910192388",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","385","5","5","5","0.394382639999821"," [0.18, 0.61]","3.52849602914507","0.000417928217257809","0.562348489652326","0.00000000000287385646501036","0.00000000000287385646501038","0.00000000909360143204769","0.967154321211774"
"FocalAnalysis_Step2_Individual_technique","Social support","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","81","1","1","1","-0.19269"," [-0.74, 0.36]","-0.685251018","0.493185535",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Tetris","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","71","1","1","1","0.07006"," [-0.50, 0.64]","0.240024597","0.810311189",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma re-exposure + verbal update","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","115","1","1","1","0.49956"," [0.04, 0.96]","2.115937217","0.034350148",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","107","1","1","1","0.02045"," [-0.45, 0.50]","0.084298353","0.932819222",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + finger tapping","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","75","1","1","1","0.57235"," [0.01, 1.14]","1.983361627","0.04732705",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + imagery rescripting vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","60","1","1","1","0.44729"," [-0.18, 1.07]","1.397101395","0.162383082",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","520","7","9","9","0.687540066895867"," [0.49, 0.89]","6.78609292402006","0.0000000000115210960382455","6.47890567021459","0.00000000000506746052755914","0.00000000000506746052755914","0.0000000108816798754748","0.593748374351361"
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + traumagameplay1","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","92","1","1","4","0.0621284275983888"," [-0.19, 0.31]","0.48492007403582","0.627733042229633","0.273098104712116","0","0.00000000000675786989872493","0.0000000102922250449295","0.965005961416711"
"FocalAnalysis_Step2_Individual_technique","Traumagameplay2","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","120","1","1","2","0.199282865776328"," [-0.16, 0.56]","1.08868004643163","0.276295003940912","0.0734359777661718","0","0.00000000000516435465223376","0.00000000770626673406817","0.786398159118041"
"FocalAnalysis_Step2_Individual_technique","Ve egocentric recognition memory task","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","45","1","1","3","-0.101002145356462"," [-1.04, 0.84]","-0.211164944255098","0.832758564379934","9.63323695990772","0","0.545184259694515","79.4361535746949","0.00809411131410426"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","120","1","1","3","-0.15120268764584"," [-0.41, 0.10]","-1.16712910342335","0.24315823630881","1.95747088641637","0","0.0000000000451382818132941","0.0000000896457567516355","0.375786001257743"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation imagery","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","114","1","1","3","-0.298261700623007"," [-0.56, -0.04]","-2.23857571257783","0.0251835359948334","0.0321315396746619","0","0.00000000000600093220941352","0.0000000112679626903408","0.984062596289991"
"FocalAnalysis_Step2_Individual_technique","Writing-based rescripting","Immediate post","Decrease","Intrusion frequency","Intrusion diary","yes","119","1","1","1","0.75715"," [0.24, 1.27]","2.879517785","0.003982838",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Social support","Peri + immediate post","Decrease","Intrusion frequency","Intrusion diary","no","67","1","1","1","-0.51207"," [-1.00, -0.02]","-2.06021246","0.039378234",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Behavioral control","Peri","Decrease","Intrusion frequency","Intrusion diary","no","64","1","1","1","0"," [-0.49, 0.49]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Peri","Decrease","Intrusion frequency","Intrusion diary","no","106","2","2","2","0.773219363893642"," [0.36, 1.19]","3.6314247447797","0.000281860852069937","0.319537275201451","0.000000000000335384355515716","0.000000000000335384355515718","0.000000000715906623647614","0.571885858367346"
"FocalAnalysis_Step2_Individual_technique","Concrete processing vs. Film-related rumination","Peri","Decrease","Intrusion frequency","Intrusion diary","no","50","1","1","1","0.57629"," [0.01, 1.14]","1.996468074","0.045882998",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","Decrease","Intrusion frequency","Intrusion diary","no","56","1","1","1","0.24527"," [-0.39, 0.88]","0.753157022","0.451355562",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional suppression","Peri","Decrease","Intrusion frequency","Intrusion diary","no","89","1","1","1","0.42147"," [-0.11, 0.96]","1.5435272","0.122702913",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Peri","Decrease","Intrusion frequency","Intrusion diary","no","321","5","6","11","0.516818049462326"," [0.25, 0.79]","3.77138820586029","0.000162341886079937","11.4203582728974","0.0437615390839803","0.0000000000899493331635457","27.8893464963288","0.325719046821297"
"FocalAnalysis_Step2_Individual_technique","Verbalization during encoding","Peri","Decrease","Intrusion frequency","Intrusion diary","no","136","2","2","2","-0.119703749072066"," [-0.96, 0.72]","-0.278617338750904","0.780538505027794","3.88787827807599","0.137188657650202","0.137188657650202","74.2790301494968","0.048635829553383"
"FocalAnalysis_Step2_Individual_technique","Behavioral control","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","64","1","1","1","0"," [-0.49, 0.49]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","106","2","2","2","0.773219363893642"," [0.36, 1.19]","3.6314247447797","0.000281860852069937","0.319537275201451","0.000000000000335384355515716","0.000000000000335384355515718","0.000000000715906623647614","0.571885858367346"
"FocalAnalysis_Step2_Individual_technique","Concrete processing vs. Film-related rumination","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","50","1","1","1","0.57629"," [0.01, 1.14]","1.996468074","0.045882998",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional acceptance","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","56","1","1","1","0.24527"," [-0.39, 0.88]","0.753157022","0.451355562",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Emotional suppression","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","89","1","1","1","0.42147"," [-0.11, 0.96]","1.5435272","0.122702913",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","321","5","6","11","0.516818049462326"," [0.25, 0.79]","3.77138820586029","0.000162341886079937","11.4203582728974","0.0437615390839803","0.0000000000899493331635457","27.8893464963288","0.325719046821297"
"FocalAnalysis_Step2_Individual_technique","Verbalization during encoding","Peri","Decrease","Intrusion frequency","Intrusion diary","yes","136","2","2","2","-0.119703749072066"," [-0.96, 0.72]","-0.278617338750904","0.780538505027794","3.88787827807599","0.137188657650202","0.137188657650202","74.2790301494968","0.048635829553383"
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Pre","Decrease","Intrusion frequency","Intrusion diary","no","64","1","1","1","0.61403"," [0.11, 1.12]","2.399106163","0.016435149",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Pre","Decrease","Intrusion frequency","Intrusion diary","no","80","1","2","2","-0.401724748018476"," [-0.71, -0.09]","-2.51351733548728","0.0119533903043793","0.502648885409531","0.00000000000158531362592439","0.00000000000158531362592439","0.0000000062053571810393","0.47833853151752"
"FocalAnalysis_Step2_Individual_technique","High dose alcohol","Pre","Decrease","Intrusion frequency","Intrusion diary","no","146","2","2","2","-0.47526044602027"," [-0.88, -0.07]","-2.31896178836074","0.0203971083241079","0.0337316359338062","0.000000000000756264105546689","0.000000000000756264105546689","0.00000000158920747157273","0.854278822770109"
"FocalAnalysis_Step2_Individual_technique","Losartan","Pre","Decrease","Intrusion frequency","Intrusion diary","no","40","1","1","1","-0.22988"," [-0.85, 0.39]","-0.724546545","0.468730263",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Pre","Decrease","Intrusion frequency","Intrusion diary","no","147","3","3","4","0.298333586402875"," [-0.28, 0.88]","1.00878379334747","0.313078335200077","8.37721822377729","0.194267704228996","0.0000000000314793190064755","69.3890167798577","0.0388263102197781"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Pre","Decrease","Intrusion frequency","Intrusion diary","no","175","2","2","2","0.0797924536455406"," [-0.70, 0.86]","0.201242495464322","0.840508964552482","4.03382167687205","0.118910640702232","0.118910640702232","75.2096131258101","0.0445968085052569"
"FocalAnalysis_Step2_Individual_technique","Tetris","Pre","Decrease","Intrusion frequency","Intrusion diary","no","56","1","1","1","0.25857"," [-0.27, 0.78]","0.963461313","0.33531607",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Concrete processing","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","64","1","1","1","0.61403"," [0.11, 1.12]","2.399106163","0.016435149",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","40","1","1","1","-0.28968"," [-0.73, 0.15]","-1.28873711","0.197489496",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","High dose alcohol","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","48","1","1","1","-0.42147"," [-1.12, 0.28]","-1.179072807","0.238369186",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Losartan","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","40","1","1","1","-0.22988"," [-0.85, 0.39]","-0.724546545","0.468730263",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","147","3","3","4","0.298333586402875"," [-0.28, 0.88]","1.00878379334747","0.313078335200077","8.37721822377729","0.194267704228996","0.0000000000314793190064755","69.3890167798577","0.0388263102197781"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","175","2","2","2","0.0797924536455406"," [-0.70, 0.86]","0.201242495464322","0.840508964552482","4.03382167687205","0.118910640702232","0.118910640702232","75.2096131258101","0.0445968085052569"
"FocalAnalysis_Step2_Individual_technique","Tetris","Pre","Decrease","Intrusion frequency","Intrusion diary","yes","56","1","1","1","0.25857"," [-0.27, 0.78]","0.963461313","0.33531607",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate + delayed post","Increase","Intrusion frequency","Intrusion diary","no","139","2","2","2","-0.326685042328828"," [-0.86, 0.20]","-1.21034980886511","0.226144692528141","1.93009880629339","0.036504052882662","0.0365040529190082","48.1891809513421","0.164747635395298"
"FocalAnalysis_Step2_Individual_technique","Non-film related rumination","Immediate + delayed post","Increase","Intrusion frequency","Intrusion diary","no","57","1","1","1","-0.48948"," [-1.14, 0.16]","-1.466365069","0.142548857",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate + delayed post","Increase","Intrusion frequency","Intrusion diary","yes","139","2","2","2","-0.326685042328828"," [-0.86, 0.20]","-1.21034980886511","0.226144692528141","1.93009880629339","0.036504052882662","0.0365040529190082","48.1891809513421","0.164747635395298"
"FocalAnalysis_Step2_Individual_technique","Non-film related rumination","Immediate + delayed post","Increase","Intrusion frequency","Intrusion diary","yes","57","1","1","1","-0.48948"," [-1.14, 0.16]","-1.466365069","0.142548857",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Block rehearsal + thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","120","1","1","1","0.35727"," [-0.21, 0.93]","1.227868136","0.219496473",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field perspective recall","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","85","1","1","1","-0.59276"," [-1.15, -0.03]","-2.068133345","0.038627486",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field vs. Observer perspective recall","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","85","1","1","1","-0.42373"," [-0.98, 0.14]","-1.480412852","0.138763102",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","287","3","4","4","-0.382241986966367"," [-1.26, 0.50]","-0.853763046448201","0.393236293478392","18.9333236547758","0.352791267886789","0.352791267739019","89.4598844944776","0.000282216214587417"
"FocalAnalysis_Step2_Individual_technique","Film-related rumination vs. Autobiographical memory elaboration","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","101","1","1","1","-0.13384"," [-0.61, 0.34]","-0.548492202","0.583353983",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Guilt induction","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","39","1","1","1","-1.42646"," [-2.13, -0.72]","-3.975938613","0.0000701",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hyperventilation provocation + thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","120","1","1","1","0.28866"," [-0.28, 0.86]","0.994797118","0.319834948",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery trauma elaboration","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","106","1","1","1","0.47249"," [0.09, 0.86]","2.399045829","0.016437857",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers + thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","200","2","2","2","-0.130278639049056"," [-1.59, 1.33]","-0.175208997722487","0.860915414534619","11.2346413369228","0.503723459693764","0.503723459693764","91.098959276365","0.00080284619362808"
"FocalAnalysis_Step2_Individual_technique","Negative expectation towards intrusion","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","89","1","1","1","0.20386"," [-0.28, 0.69]","0.819577617","0.412456938",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative social reappraisal","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","181","1","1","1","0.66088"," [0.28, 1.04]","3.435098584","0.000592338",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Neutral attention walk","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","60","1","1","1","-0.43382"," [-0.95, 0.08]","-1.66075263","0.096763138",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Non-film related rumination","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","70","1","1","1","-1.022"," [-1.81, -0.23]","-2.543034164","0.010989448",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","60","1","1","1","-0.05499"," [-0.67, 0.56]","-0.173863432","0.861972792",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","74","1","1","1","0.53295"," [-0.06, 1.12]","1.774448323","0.075989023",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","92","2","2","2","-0.179791039472408"," [-0.68, 0.32]","-0.710356478075844","0.477483104769831","1.39115217115519","0.0181915096030674","0.0181915096009908","28.1171376717003","0.238210621865978"
"FocalAnalysis_Step2_Individual_technique","Thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","120","1","1","1","0.16278"," [-0.40, 0.73]","0.562945245","0.57347217",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat attention walk","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","60","1","1","1","0.06829"," [-0.44, 0.57]","0.264402593","0.791469714",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat vs. Neutral attention walk","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","60","1","1","1","-0.50684"," [-1.02, 0.01]","-1.932209741","0.053333623",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder +  visual stimulation imagery","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","114","1","1","3","-0.463450306516793"," [-0.73, -0.20]","-3.42652781156411","0.000611351152310976","0.872934069793611","0","0.00000000000643980745047012","0.00000001173319918461","0.646315803402202"
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + number counting","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","75","1","1","1","-0.39497"," [-0.95, 0.16]","-1.38302333","0.166657712",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + pub quiz","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","135","1","2","2","-0.355727848726982"," [-0.84, 0.12]","-1.45462203857455","0.145773926338326","1.33145696490361","0.0150870925615856","0.015087092231596","24.8943055302843","0.248546187553642"
"FocalAnalysis_Step2_Individual_technique","Unsupportive social interaction","Immediate post","Increase","Intrusion frequency","Intrusion diary","no","81","1","1","1","-0.23374"," [-0.77, 0.30]","-0.850617165","0.394982051",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Block rehearsal + thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","120","1","1","1","0.35727"," [-0.21, 0.93]","1.227868136","0.219496473",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field perspective recall","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","85","1","1","1","-0.59276"," [-1.15, -0.03]","-2.068133345","0.038627486",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field vs. Observer perspective recall","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","85","1","1","1","-0.42373"," [-0.98, 0.14]","-1.480412852","0.138763102",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","217","2","3","3","0.0130478340578266"," [-0.42, 0.45]","0.0588810587451751","0.95304684480424","4.40751884384425","0.0404022125827723","0.0404022125673298","54.8576906183211","0.110387384563998"
"FocalAnalysis_Step2_Individual_technique","Film-related rumination vs. Autobiographical memory elaboration","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","101","1","1","1","-0.13384"," [-0.61, 0.34]","-0.548492202","0.583353983",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hyperventilation provocation + thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","120","1","1","1","0.28866"," [-0.28, 0.86]","0.994797118","0.319834948",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery trauma elaboration","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","106","1","1","1","0.47249"," [0.09, 0.86]","2.399045829","0.016437857",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers + thought suppression","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","200","2","2","2","-0.130278639049056"," [-1.59, 1.33]","-0.175208997722487","0.860915414534619","11.2346413369228","0.503723459693764","0.503723459693764","91.098959276365","0.00080284619362808"
"FocalAnalysis_Step2_Individual_technique","Negative expectation towards intrusion","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","89","1","1","1","0.20386"," [-0.28, 0.69]","0.819577617","0.412456938",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Neutral attention walk","Immediate post","Increase","Intrusion frequency","Intrusion diary","yes","60","1","1","1","-0.43382"," [-0.95, 0.08]","-1.66075263","0.096763138",NA,NA,NA,NA,NA
