"StudyID","ArticleCounter","ExperimentCounter","No.","CoderID","ArticleID","StudyNo","StudyType","Experimental_Drug","EffectSizeID","Year","PublicationStatus","PublicationType","Journal","Title","Author","CorrespondenceEmail","DOI","ArticleSource","Country_RegionofOrigin","Continent","SampleNo","SampleSize","Female","FemaleRatio","MeanAge","StudyDesign","IBASampleInfo","IBASampleRandomization","IBAInclusion","IBAExclusion","IBAManipulationInfo","IBADVInfo","IBABaselineTraumaHistory","IBADiaryCodingReliability","IBAAnalysisPlan","IBAPeerReviewed","IBATraumaManipulationCheck","TotalIBAScore","StatExtracted","ExperimentalCondition","Step1_ExperimentalCondition","Intrusion_Predicted_Direction","ComparisonCondition","ComparisonType","Step1_ComparisonCondition","Step2_Individual_technique","Step3_Technique_procedure","Step4_Hypothesized_mechanism","Step4a_Direct_Indirect_involvement","Step4b_Task_Instruction","ExperimentalConditionSampleSize","ComparisonConditionSampleSize","StudySampleSize","TimeOfManipulation","TraumaInductionStimuli","EncodingTask","StimuliNo.","StimuliDuration","DependentVariables","DependentVariablesType","DVTask","ModeOfMeasurement","TimeOfMeasurement","MeasurementDuration","Intrusion_Retro_or_RealTime","Intrusion_Content","ManipulationBeneficial","ResultSummary","PhysioMeasures","ClinicalSymptomMeasures","VoluntaryMemoryMeasure","VoluntaryMemoryDirection","Experimental_Mean","Experimental_SE","Experimental_SD","Comparison_Mean","Comparison_SE","Comparison_SD","GroupDifference","T.test","Z.test","pvalue","EffectSize","EffectSizeType","Notes_fromMo","Notes_fromSZ","DirectionSignSZ","DirectionSignMo","TraumaStimuliType","Physio_binary","Citation_ExpLevel","Citation","Citation_ExpLevel_Detailed","Level2_detailed","ManipulationDiff","TimeDiff","MeasurementDiff","DelayedInterval","sign","F.test","U.test","t.test","CohenD","yi","vi","yi_pos","se","Lower.Limit","Upper.Limit","Z.value","p.value"
53,NA,NA,245,"MMV & SZ",46,1,"Behavioural",NA,245,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,57,"57","1","20.74","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table S4, page 437","Rumination","Film-related rumination","Increase","Control group (irrelevant quiz questions)","Experimental task","Control (irrelevant quiz question)","Film-related rumination","Behavioural","Verbal","Direct","Task",28,29,57,"Immediate post","Trauma film","Trauma film","1","8 minutes","IES-R Intrusion subscale score","Intrusion symptoms","IES-R (Intrusion subscale)","Self-report questionnaire","8th day post trauma film",NA,"Retrospective",NA,"Null","Both conditions did not significantly in terms of IES-R INTRUSION SUBSCALE","HR",NA,"No",NA,0.57,NA,0.5,0.72,NA,0.64,"-0.15","t(54)=1.03",NA,"0.31","0.28","Cohen's d",NA,NA,NA,NA,"Film","Yes","Kubota & Nixon, 2017, Exp. 1","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 1, Delayed post","Film-related rumination",NA,"Delayed post",NA,NA,-1,NA,NA,-1.03,-0.28,-0.25705,0.07078,0.25705,0.266038808,-0.264385981,0.778486146,0.966212727,0.333937746
54,NA,1,246,"MMV & SZ",46,2,"Behavioural",NA,246,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 4, page 429","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Intrusion Frequency","Intrusion frequency","Intrusion monitoring task","Lab-based intrusion monitoring task","Same day post trauma film (after manipulation)","5 minutes","Real Time","Not provided","Null","Both conditions did not significantly in terms of intrusion frequency (AFTER MANIPULATION)",NA,NA,"No",NA,7.59,NA,7.15,8.21,NA,8.65,"-0.62",NA,NA,"0.77","0.08","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Post-manipulation","Film-related rumination",NA,"Post-manipulation",NA,NA,-1,NA,NA,NA,-0.08,-0.07697,0.06787,0.07697,0.260511608,-0.433633299,0.587572204,0.295454981,0.767646338
54,NA,NA,247,"MMV & SZ",46,2,"Behavioural",NA,247,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 4, page 429","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion monitoring task","Lab-based intrusion monitoring task","Same day post trauma film (after manipulation)","5 minutes","Retrospective","Not provided","Negative","Rumination had significantly higher emotional distress than free thinking (AFTER MANIPULATION)",NA,NA,"No",NA,4.96,NA,2.58,3.37,NA,3,"1.59",NA,NA,"0.03","0.57","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Post-manipulation","Film-related rumination",NA,"Post-manipulation",NA,NA,1,NA,NA,NA,0.57,0.56003,0.07047,-0.56003,0.265469477,-1.080354354,-0.039714002,-2.109599126,0.0348929
54,NA,NA,248,"MMV & SZ",46,2,"Behavioural",NA,248,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 4, page 429","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Intrusion Frequency","Intrusion frequency","Intrusion monitoring task","Lab-based intrusion monitoring task","Same day post trauma film (after reminder)","5 minutes","Real Time","Not provided","Null","Both conditions did not significantly in terms of intrusion frequency (AFTER REMINDER)",NA,NA,"No",NA,9.3,NA,7.39,7.97,NA,7.34,"1.33",NA,NA,"0.49","0.15","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Post-reminder","Film-related rumination",NA,"Post-reminder",NA,NA,1,NA,NA,NA,0.15,0.17821,0.06809,-0.17821,0.260931446,-0.689630733,0.333220536,-0.682957541,0.494633672
54,NA,NA,249,"MMV & SZ",46,2,"Behavioural",NA,249,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 4, page 429","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion monitoring task","Lab-based intrusion monitoring task","Same day post trauma film (after reminder)","5 minutes","Retrospective","Not provided","Null","Both conditions did not significantly in terms of emotional distress (AFTER REMINDER)",NA,NA,"No",NA,4.68,NA,2.92,3.93,NA,3.12,"0.75",NA,NA,"0.35","0.19","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Post-reminder","Film-related rumination",NA,"Post-reminder",NA,NA,1,NA,NA,NA,0.19,0.24478,0.06832,-0.24478,0.261388371,-0.757104834,0.267537579,-0.93647482,0.349028771
54,NA,NA,250,"MMV & SZ",46,2,"Behavioural",NA,250,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 4, page 429","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Intrusion Frequency","Intrusion frequency","Intrusion monitoring task","Lab-based intrusion monitoring task","8th day post trauma film","5 minutes","Real Time","Not provided","Positive","At 1-week follow-up, the rumination group surprisingly had fewer intrusions than the free-thinking group.",NA,NA,"No",NA,2.28,NA,2.91,4.1,NA,3.52,"-1.82","t(54)=2.12",NA,"<0.05","0.57","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Delayed post","Film-related rumination",NA,"Delayed post",NA,NA,-1,NA,NA,-2.12,-0.57,-0.5552,0.07043,0.5552,0.265383368,0.035046138,1.07534894,2.092058533,0.03643328
54,NA,NA,251,"MMV & SZ",46,2,"Behavioural",NA,251,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table 4, page 429","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Mean Emotional Distress","Intrusion-related distress","Intrusion monitoring task","Lab-based intrusion monitoring task","8th day post trauma film","5 minutes","Retrospective","Not provided","Null","Both conditions did not significantly in terms of emotional distress (AFTER MANIPULATION)",NA,NA,"No",NA,1.55,NA,2.13,1.83,NA,2.19,"-0.28","t(56)=0.49",NA,NA,"0.13","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Delayed post","Film-related rumination",NA,"Delayed post",NA,NA,-1,NA,NA,-0.49,-0.13,-0.12787,0.06795,0.12787,0.260681149,-0.383063335,0.638806768,0.490529204,0.62375947
54,NA,NA,252,"MMV & SZ",46,2,"Behavioural",NA,252,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table S10, page 442","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Intrusion Frequency","Intrusion frequency","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Retrospective","Not provided","Null","Both conditions did not significantly in terms of intrusion frequency",NA,NA,"No",NA,2.25,NA,2.01,1.7,NA,1.82,"0.55",NA,NA,"0.26","0.02","Partial eta squared",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2","Film-related rumination",NA,NA,NA,NA,1,"F(1,54) = 1.14 (group main effect)",NA,NA,NA,0.28331,0.0685,-0.28331,0.261717939,-0.796272932,0.22966139,-1.082485103,0.279037031
54,NA,NA,253,"MMV & SZ",46,2,"Behavioural",NA,253,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table S10, page 442","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","Highest Emotional Distress (Mean across seven days)","Intrusion-related distress","Intrusion diary","Intrusion diary","Same day post trauma film","7 days","Retrospective","Not provided","Null","Both conditions did not significantly in terms of emotional distress",NA,NA,"No",NA,2.4,NA,2.09,2.18,NA,2.27,"0.22",NA,NA,"0.62","0.01","Partial eta squared","Highest associated distress instead of mean only for diary intrusion",NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2, Max.","Film-related rumination",NA,NA,"Max.",NA,1,"F(1,52) = .28 (group main effect)",NA,NA,NA,0.09943,0.0679,-0.09943,0.260576031,-0.610155137,0.411302904,-0.381562788,0.70278569
54,NA,NA,254,"MMV & SZ",46,2,"Behavioural",NA,254,2017,"Published","Journal Article","Journal Of Experimental Psychopathology","An analogue investigation into the effect of trauma-related rumination on trauma intrusions and the moderating role of trait rumination and depression","Kubota, Rie; Nixon, Reginald D. V.","reg.nixon@flinders.edu.au ","10.5127/jep.058516","Web of Science","Australia","Australia",2,59,"59","1","23.82","Between-subject",1,1,1,1,1,1,1,0,1,1,1,10,"Table S10, page 442","Rumination","Film-related rumination","Increase","Control group (free thinking)","Experimental task","Control (free thinking)","Film-related rumination","Behavioural","Verbal","Direct","Task",29,30,59,"Immediate post","Trauma film","Trauma film","1","4 minutes","IES-R Intrusion subscale score","Intrusion symptoms","IES-R (Intrusion subscale)","Self-report questionnaire","8th day post trauma film",NA,"Retrospective",NA,"Null","Both conditions did not significantly in terms of IES-R INTRUSION SUBSCALE",NA,NA,"No",NA,0.77,NA,0.58,0.8,NA,0.66,"-0.03","t(56)=0.16",NA,"0.87","0.04","Cohen's d",NA,NA,NA,NA,"Film","No","Kubota & Nixon, 2017, Exp. 2","Kubota & Nixon, 2017","Kubota & Nixon, 2017, Exp. 2","Film-related rumination",NA,NA,NA,NA,-1,NA,NA,-0.16,-0.04,-0.04759,0.06784,0.04759,0.260452086,-0.462891617,0.558080559,0.182737915,0.855003665
56,1,1,258,"SZ",48,1,"Pharmacological","Nicotine",258,2013,"Published","Journal Article","Experimental And Clinical Psychopharmacology","The effects of nicotine on intrusive memories in nonsmokers","Hawkins, Kirsten A.; Cougle, Jesse R.","cougle@psy.fsu.edu","10.1037/a0033966","Web of Science","USA","North america",2,54,"26","0.481481481","18.72","Between-subject",1,1,1,1,1,1,1,0,0,1,1,9,"page 439, Table 3","Nicotine","Nicotine","Increase","Placebo (lozenge)","Experimental task","Placebo","Nicotine","Pharmacological",NA,NA,NA,27,27,54,"Pre","Trauma film","Trauma film","20","10min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time","Not provided","Null","No group difference on diary intrusion between nicotine and placebo group",NA,NA,"Yes","Null",6.26,NA,6,4.67,NA,3.55,"1.59",NA,NA,"0.42","Not provided","Not provided",NA,NA,NA,NA,"Film","No","Hawkins & Cougle, 2013","Hawkins & Cougle, 2013","Hawkins & Cougle, 2013","Nicotine",NA,NA,NA,NA,1,"F(1, 53) = .670",NA,NA,NA,0.31786,0.07501,-0.31786,0.273878787,-0.854663591,0.218941254,-1.160590683,0.245808396
56,NA,NA,259,"SZ",48,1,"Pharmacological","Nicotine",259,2013,"Published","Journal Article","Experimental And Clinical Psychopharmacology","The effects of nicotine on intrusive memories in nonsmokers","Hawkins, Kirsten A.; Cougle, Jesse R.","cougle@psy.fsu.edu","10.1037/a0033966","Web of Science","USA","North america",2,54,"26","0.481481481","18.72","Between-subject",1,1,1,1,1,1,1,0,0,1,1,9,"page 439, Table 3","Nicotine","Nicotine","Increase","Placebo (lozenge)","Experimental task","Placebo","Nicotine","Pharmacological",NA,NA,NA,26,23,49,"Pre","Trauma film","Trauma film","20","10min","Mean Emotional Distress","Intrusion-related distress","Intrusion Diary","Intrusion diary","Same day post trauma film","7 days","Real Time",NA,"Null","No group difference on diary average intruision distress between nicotine and placebo group",NA,NA,"Yes","Null",2.89,NA,1.24,3.2,NA,1.14,"-0.31",NA,NA,"0.38","Not provided","Not provided",NA,NA,NA,NA,"Film","No","Hawkins & Cougle, 2013","Hawkins & Cougle, 2013","Hawkins & Cougle, 2013","Nicotine",NA,NA,NA,NA,-1,"F(1, 53) = .785",NA,NA,NA,-0.25541,0.08261,0.25541,0.287411669,-0.307914458,0.818739286,0.888664037,0.374183665
56,NA,NA,260,"SZ",48,1,"Pharmacological","Nicotine",260,2013,"Published","Journal Article","Experimental And Clinical Psychopharmacology","The effects of nicotine on intrusive memories in nonsmokers","Hawkins, Kirsten A.; Cougle, Jesse R.","cougle@psy.fsu.edu","10.1037/a0033966","Web of Science","USA","North america",2,54,"26","0.481481481","18.72","Between-subject",1,1,1,1,1,1,1,0,0,1,1,9,"page 438, Table 2","Nicotine","Nicotine","Increase","Placebo (lozenge)","Experimental task","Placebo","Nicotine","Pharmacological",NA,NA,NA,27,27,54,"Pre","Trauma film","Trauma film","20","10min","Intrusion Frequency","Intrusion frequency","Lab intrusion monitoring task","Lab-based intrusion monitoring task","Same day post trauma film","5min","Real Time","Thought","Negative","Nicotine condition showed higher lab intrusions than placebo group immediately  after trauma film",NA,NA,"Yes","Null",15.52,NA,12.72,8.44,NA,1.27,"7.08",NA,NA,"<0.05","0.09","partial eta squared",NA,NA,NA,NA,"Film","No","Hawkins & Cougle, 2013","Hawkins & Cougle, 2013","Hawkins & Cougle, 2013","Nicotine",NA,NA,NA,NA,1,"F(1, 53) = 5.362",NA,NA,NA,0.7719,0.07959,-0.7719,0.282118833,-1.324854388,-0.218948563,-2.736086304,0.006217472
60,NA,NA,274,"SZ",52,1,"Behavioural",NA,274,2013,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","Unconscious thought reduces intrusion development: a replication and extension","Krans, Julie; Janecko, Dorte; Bos, Maarten W.","j.krans@unsw.edu.au","10.1016/j.jbtep.2012.08.004","Web of Science","Australia","Australia",3,51,"47","0.921568627","19.76","Between-subject",1,1,1,1,1,1,1,NA,1,1,1,10,"page 183, Table 1","Conscious thought condition (trauma recall + memory test expectation)","Imagery re-experience","Increase","Unconscious thought condition (2-back working memory task + memory test expectation)","Experimental task","Unconscious imagery re-experience","Conscious vs. Unconscious imagery re-experience","Behavioural","Imagery","Direct vs. Indirect","Instruction vs. Task",17,17,34,"Immediate post","Trauma film","Trauma film","1","8.42min","IES Intrusion subscale score","Intrusion symptoms","IES (Intrusion subscale)","Self-report questionnaire","Same day post trauma film",NA,"Retrospective",NA,"Negative","UT group showed lower intrusion score than CT group",NA,NA,"Yes","Null",9.29,NA,6.47,5.87,NA,3.63,"3.42",NA,NA,"<0.05","Not provided","Not provided",NA,NA,NA,NA,"Film","No","Krans et al., 2013a","Krans et al., 2013","Krans et al., 2013a","Conscious vs. Unconscious imagery re-experience",NA,NA,NA,NA,1,NA,NA,NA,NA,0.63652,0.12361,-0.63652,0.3515755,-1.3256118,0.052564159,-1.810489698,0.070219881
63,1,1,278,"MMV & SZ",55,1,"Behavioural",NA,278,2017,"Published","Journal Article","Journal Of Behavior Therapy And Experimental Psychiatry","The impact of appraisals on intrusive memories","Cheung, Jessica; Bryant, Richard A.","r.bryant@unsw.edu.au ","10.1016/j.jbtep.2016.07.005","Web of Science","Australia","Australia",3,45,"36","0.8","18.98","Between-subject",1,1,1,1,1,1,1,NA,0,1,0,8,"Table 2, page 110","Negative appraisal of intrusion","Negative appraisal of intrusion","Increase","No appraisal","No-task","No-Task","Negative appraisal ","Behavioural","Verbal","Direct","Instruction",15,15,30,"Immediate post","Trauma film","Trauma film","1","10 minutes","IES Intrusion subscale score","Intrusion symptoms","IES (Intrusion subscale)","Self-report questionnaire","Same day post trauma film",NA,"Retrospective",NA,"Null","No group difference on IES intrusion between negative appraisal and control group",NA,NA,"No",NA,18.79,NA,1.54,14.55,NA,1.55,"4.24",NA,NA,"> .05","Not provided","Not provided",NA,NA,NA,NA,"Film","No","Cheung & Bryant, 2017","Cheung & Bryant, 2017","Cheung & Bryant, 2017","Negative appraisal ",NA,NA,NA,NA,1,NA,NA,NA,NA,2.67004,0.25215,-2.67004,0.502147212,-3.654247736,-1.685830666,-5.317243905,0.000000105
64,1,1,280,"SZ",56,1,"Behavioural",NA,280,2013,"Published","Journal Article","Neurobiology Of Learning And Memory","The role of estrogen in intrusive memories","Cheung, Jessica; Chervonsky, Liza; Felmingham, Kim L.; Bryant, Richard A.","r.bryant@unsw.edu.au","10.1016/j.nlm.2013.07.005","Web of Science","Australia","Australia",2,55,"29","0.527272727","19.89","Between-subject",1,1,0,0,1,1,0,NA,1,1,1,7,"page 90, Table 1","High stress (cold water) condition","Cold water stress induction","Increase","Low stress (warm water) condition","Experimental task","Control (Warm water)","Cold vs. Warm water stress","Behavioural","Emotion","Indirect","Task",25,30,55,"Peri","Negative + Neutral pictures","Viewing pictures","18 negative + 18 neutral","3min","IES Intrusion subscale score","Intrusion symptoms","IES (Intrusion subscale)","Self-report questionnaire","3rd day post trauma film",NA,"Retrospective",NA,"Null","No group difference on IES   intruision subscale between high stress (cold water) and low stress (warm water) group","Saliva (sAA, cortisol)",NA,"Yes","Null",2.84,NA,2.7005,2.802666667,NA,2.9863,"0.037333333",NA,NA,NA,"Not provided","Not provided","Pooled SD from female and male",NA,NA,NA,"Picture","Yes","Cheung et al., 2013","Cheung et al., 2013","Cheung et al., 2013","Cold vs. Warm water stress",NA,NA,NA,NA,1,NA,NA,NA,NA,0.01287,0.07333,-0.01287,0.270804059,-0.54364193,0.51790998,-0.047510275,0.962106541
65,1,1,281,"MMV",57,1,"Behavioural",NA,281,2017,"Published","Journal Article","Psychoneuroendocrinology","Acute physical exercise in humans enhances reconsolidation of emotional memories","Keyan, D., & Bryant, R. A.","r.bryant@unsw.edu.au","10.1016/j.psyneuen.2017.09.019","PubMed","Australia","Australia",3,54,"26","0.481481481","19.48","Between-subject",1,1,0,0,1,1,0,NA,1,1,1,7,"Table 1, page 148","Reactivation plus Exercise","Trauma reminder + exercise","Increase","Reactivation only","Experimental task","Trauma reminder","Trauma reminder + exercise vs. Trauma reminder","Behavioural","Other","Indirect","Task",18,18,36,"Delayed post","Trauma film","Trauma film","1","10 minutes","IES Intrusion subscale score","Intrusion symptoms","IES (Intrusion subscale)","Self-report questionnaire","5th day post film",NA,"Retrospective",NA,"Null","Both conditions did not significantly in terms of IES-R INTRUSION SUBSCALE","HR, Cortisol",NA,"Yes","Positive",5.72,NA,2.74,6.56,NA,3.43,"-0.84",NA,NA,NA,"Not provided","Not provided",NA,NA,NA,NA,"Film","Yes","Keyan & Bryant, 2017a","Keyan & Bryant, 2017","Keyan & Bryant, 2017a","Trauma reminder + exercise vs. Trauma reminder",NA,NA,NA,"2 days",-1,NA,NA,NA,NA,-0.26458,0.11208,0.26458,0.334788518,-0.391607841,0.92076315,0.790282939,0.429362548
67,1,1,287,"MMV",59,1,"Behavioural",NA,287,2017,"Published","Journal Article","Neurobiology Of Learning And Memory","Brief exercise enhances intrusive memories of traumatic stimuli","Keyan, Dharani; Bryant, Richard A.","r.bryant@unsw.edu.au","10.1016/j.nlm.2017.03.012","Web of Science","Australia","Australia",2,49,"33","0.673469387","19.875","Between-subject",1,1,0,0,1,1,0,NA,1,1,0,6,"Table 1, page 12","Exercise only","Exercise only","Increase","Walking only","Experimental task","Walk","Exercise vs. Walk","Behavioural","Other","Indirect","Task",25,24,49,"Immediate post","Trauma films","Trauma film","1","10 minutes","IES Intrusion subscale score","Intrusion symptoms","IES (Intrusion subscale)","Self-report questionnaire","2nd day post trauma film",NA,"Retrospective","Not provided","Negative","Exercise had more intrusions than walking","HR",NA,"Yes","Null",7,NA,3.03,5.08,NA,2.64,"1.92","t(1,47)=2.36","Not reported","0.023","0.68","Cohen's d",NA,NA,NA,NA,"Film","Yes","Keyan & Bryant, 2017b","Keyan & Bryant, 2017","Keyan & Bryant, 2017b","Exercise vs. Walk",NA,NA,NA,NA,1,NA,NA,2.36,0.68,0.66384,0.08616,-0.66384,0.293536023,-1.239167602,-0.088506392,-2.26151799,0.0237272
69,1,1,289,"SZ",61,1,"Behavioural",NA,289,2012,"Unpublished","Dissertation",NA,"Retrieval-induced forgetting: a proposed mechanism for intrusive reexperiencing in posttraumatic stress disorder","Bittinger, Joyce N.","Not provided",NA,"PsycInfo & ProQuest","USA","North america",3,161,"90","0.559006211","19.87","Between-subject",1,1,0,1,1,1,1,0,1,0,1,8,"Not provided","Retrieval practice  (RP)","Retrieval practice","Increase","Non-retrieval practice  (irrelevant self-report questionnaire) (NRP)","Experimental task","Control (irrelevant self-report questionnaire)","Retrieval practice","Behavioural","Imagery","Direct","Task",55,53,108,"Immediate post","Trauma film","Trauma film","1","17min","Intrusion Frequency","Intrusion frequency","Intrusion Diary","Intrusion diary","Same day post trauma film","72 hours","Real Time","Image/thought combined","Null","No group difference on diary intrusion between RP and NRP group",NA,NA,"Yes","Not Reported",NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,"Not provided","Not provided","Contact author",NA,NA,NA,"Film","No","Bittinger, 2012","Bittinger, 2012","Bittinger, 2012","Retrieval practice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,291,"SZ",61,1,"Behavioural",NA,291,2012,"Unpublished","Dissertation",NA,"Retrieval-induced forgetting: a proposed mechanism for intrusive reexperiencing in posttraumatic stress disorder","Bittinger, Joyce N.","Not provided",NA,"PsycInfo & ProQuest","USA","North america",3,161,"90","0.559006211","19.87","Between-subject",1,1,0,1,1,1,1,0,1,0,1,8,"Not provided","Retrieval practice  (RP)","Retrieval practice","Increase","Non-retrieval practice  (irrelevant self-report questionnaire) (NRP)","Experimental task","Control (irrelevant self-report questionnaire)","Retrieval practice","Behavioural","Imagery","Direct","Task",55,53,108,"Immediate post","Trauma film","Trauma film","1","17min","Mean Emotional Distress","Intrusion-related distress","Intrusion Diary","Intrusion diary","Same day post trauma film","72 hours","Real Time",NA,"Not provided","Not provided",NA,NA,"Yes","Not Reported",NA,NA,NA,NA,NA,NA,"#VALUE!",NA,NA,NA,"Not provided","Not provided","Contact author",NA,NA,NA,"Film","No","Bittinger, 2012","Bittinger, 2012","Bittinger, 2012","Retrieval practice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
